NEIG_TRESH,NEIG_DIST,timestep,sum_breeding
1,11,84,336
1,11,85,320
1,11,86,321
1,11,87,324
1,11,88,332
1,11,89,327
1,11,90,318
1,11,91,309
1,11,92,282
1,11,93,311
1,11,94,316
1,11,95,330
1,11,96,305
1,11,97,311
1,11,98,321
1,11,99,337
1,11,100,321
1,11,101,308
1,11,102,290
1,11,103,303
1,11,104,315
1,11,105,309
1,11,106,301
1,11,107,292
1,11,108,291
1,11,109,308
1,11,110,325
1,11,111,336
1,11,112,320
1,11,113,321
1,11,114,324
1,11,115,332
1,11,116,327
1,11,117,318
1,11,118,309
1,11,119,282
1,11,120,311
1,11,121,316
1,11,122,330
1,11,123,305
1,11,124,311
1,11,125,321
1,11,126,337
1,11,127,321
1,11,128,308
1,11,129,290
1,11,130,303
1,11,131,315
1,11,132,309
1,11,133,301
1,11,134,292
1,11,135,291
1,11,136,308
1,11,137,325
1,11,138,336
1,11,139,320
1,11,140,321
1,11,141,324
1,11,142,332
1,11,143,327
1,11,144,318
1,11,145,309
1,11,146,282
1,11,147,311
1,11,148,316
1,11,149,330
1,11,150,305
1,11,151,311
1,11,152,321
1,11,153,337
1,11,154,321
1,11,155,308
1,11,156,290
1,11,157,303
1,11,158,315
1,11,159,309
1,11,160,301
1,11,161,292
1,11,162,291
1,11,163,308
1,11,164,325
1,11,165,336
1,11,166,320
1,11,167,321
1,11,168,324
1,11,169,332
1,11,170,327
1,11,171,318
1,11,172,309
1,11,173,282
1,11,174,311
1,11,175,316
1,11,176,330
1,11,177,305
1,11,178,311
1,11,179,321
1,11,180,337
1,11,181,321
1,11,182,308
1,11,183,290
1,11,184,303
1,11,185,315
1,11,186,309
1,11,187,301
1,11,188,292
1,11,189,291
1,11,190,308
1,11,191,325
1,11,192,336
1,11,193,320
1,11,194,321
1,11,195,324
1,11,196,332
1,11,197,327
1,11,198,318
1,11,199,309
1,11,200,282
1,11,201,311
1,11,202,316
1,11,203,330
1,11,204,305
1,11,205,311
1,11,206,321
1,11,207,337
1,11,208,321
1,11,209,308
1,11,210,290
1,11,211,303
1,11,212,315
1,11,213,309
1,11,214,301
1,11,215,292
1,11,216,291
1,11,217,308
1,11,218,325
1,11,219,336
1,11,220,320
1,11,221,321
1,11,222,324
1,11,223,332
1,11,224,327
1,11,225,318
1,11,226,309
1,11,227,282
1,11,228,311
1,11,229,316
1,11,230,330
1,11,231,305
1,11,232,311
1,11,233,321
1,11,234,337
1,11,235,321
1,11,236,308
1,11,237,290
1,11,238,303
1,11,239,315
1,16,0,304
1,16,1,303
1,16,2,321
1,16,3,304
1,16,4,303
1,16,5,307
1,16,6,297
1,16,7,299
1,16,8,294
1,16,9,308
1,16,10,309
1,16,11,325
1,16,12,329
1,16,13,328
1,16,14,318
1,16,15,344
1,16,16,329
1,16,17,328
1,16,18,306
1,16,19,305
1,16,20,326
1,16,21,312
1,16,22,347
1,16,23,316
1,16,24,317
1,16,25,298
1,16,26,286
1,16,27,304
1,16,28,303
1,16,29,321
1,16,30,304
1,16,31,303
1,16,32,307
1,16,33,297
1,16,34,299
1,16,35,294
1,16,36,308
1,16,37,309
1,16,38,325
1,16,39,329
1,16,40,328
1,16,41,318
1,16,42,344
1,16,43,329
1,16,44,328
1,16,45,306
1,16,46,305
1,16,47,326
1,16,48,312
1,16,49,347
1,16,50,316
1,16,51,317
1,16,52,298
1,16,53,286
1,16,54,304
1,16,55,303
1,16,56,321
1,16,57,304
1,16,58,303
